Fecha,Año,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per capita,Gasto per capita
10-2019,2019,10,Castilla Leon,BROCOLI,373.56,629.74,1.69,23.74,0.16,0.26
10-2019,2019,10,Castilla Leon,ALCACHOFAS,27.44,77.81,2.84,5.18,0.01,0.03
10-2019,2019,10,Castilla Leon,APIO,56.08,107.35,1.91,8.12,0.02,0.04
10-2019,2019,10,Castilla Leon,COLIFLOR,148.87,248.4,1.67,11.95,0.06,0.1
10-2019,2019,10,Castilla Leon,VERD./HORT. IV GAMA,1019.25,2627.95,2.58,57.51,0.42,1.09
10-2019,2019,10,Castilla Leon,PUERRO,239.42,689.85,2.88,34.77,0.1,0.29
10-2019,2019,10,Cataluña,TOTAL PATATAS,17621.31,17848.69,1.01,84.33,2.46,2.49
10-2019,2019,10,Cataluña,PATATAS FRESCAS,12362.32,11944.55,0.97,74.81,1.73,1.67
10-2019,2019,10,Cataluña,PATATAS CONGELADAS,419.1,616.47,1.47,9.01,0.06,0.09
10-2019,2019,10,Cataluña,PATATAS PROCESADAS,967.98,5287.67,5.46,52.56,0.14,0.74
10-2019,2019,10,Cataluña,PATATAS FRITAS,749.07,4948.88,6.61,50.34,0.1,0.69
10-2019,2019,10,Cataluña,T.HORTALIZAS FRESCAS,40508.12,79459.66,1.96,97.04,5.66,11.1
10-2019,2019,10,Cataluña,TOMATES,8962.07,16532.22,1.84,84.2,1.25,2.31
10-2019,2019,10,Cataluña,CEBOLLAS,4731.39,5947.79,1.26,68.43,0.66,0.83
10-2019,2019,10,Cataluña,AJOS,288.03,1419.87,4.93,28.88,0.04,0.2
10-2019,2019,10,Cataluña,COLES,1079.42,1186.38,1.1,20.72,0.15,0.17
10-2019,2019,10,Cataluña,PEPINOS,1340.97,1730.39,1.29,36.77,0.19,0.24
10-2019,2019,10,Cataluña,JUDIAS VERDES,1602.04,6182.5,3.86,44.41,0.22,0.86
10-2019,2019,10,Cataluña,PIMIENTOS,3124.67,5357.48,1.71,61.8,0.44,0.75
10-2019,2019,10,Cataluña,CHAMPIÑONES+O.SETAS,935.27,4558.05,4.87,42.31,0.13,0.64
10-2019,2019,10,Cataluña,LECHUGA/ESC./ENDIVIA,2889.14,8560.65,2.96,71.1,0.4,1.2
10-2019,2019,10,Cataluña,ESPARRAGOS,489.46,1096.97,2.24,11.09,0.07,0.15
10-2019,2019,10,Cataluña,VERDURAS DE HOJA,904.54,2237.87,2.47,27.64,0.13,0.31
10-2019,2019,10,Cataluña,BERENJENAS,1624.87,2335.07,1.44,41.04,0.23,0.33
10-2019,2019,10,Cataluña,ZANAHORIAS,2036.75,2108.26,1.04,53.59,0.28,0.29
10-2019,2019,10,Cataluña,CALABACINES,2905.7,3985.56,1.37,55.09,0.41,0.56
10-2019,2019,10,Cataluña,OTR.HORTALIZAS/VERD.,7593.81,16220.6,2.14,81.5,1.06,2.27
10-2019,2019,10,Cataluña,BROCOLI,1192.57,1944.73,1.63,27.02,0.17,0.27
10-2019,2019,10,Cataluña,ALCACHOFAS,281.77,787.15,2.79,10.56,0.04,0.11
10-2019,2019,10,Cataluña,APIO,537.54,665.92,1.24,15.01,0.08,0.09
10-2019,2019,10,Cataluña,COLIFLOR,336.72,680.72,2.02,7.87,0.05,0.1
10-2019,2019,10,Cataluña,VERD./HORT. IV GAMA,4624.61,12540.66,2.71,70.66,0.65,1.75
10-2019,2019,10,Cataluña,PUERRO,724.16,1708.35,2.36,29.93,0.1,0.24
10-2019,2019,10,Extremadura,TOTAL PATATAS,3234.44,3031.95,0.94,80.47,2.75,2.58
10-2019,2019,10,Extremadura,PATATAS FRESCAS,2506.88,2267.27,0.9,53.33,2.13,1.93
10-2019,2019,10,Extremadura,PATATAS CONGELADAS,76.03,81.62,1.07,10.06,0.06,0.07
10-2019,2019,10,Extremadura,PATATAS PROCESADAS,130.31,683.06,5.24,59.35,0.11,0.58
10-2019,2019,10,Extremadura,PATATAS FRITAS,123.16,671.96,5.46,58.19,0.1,0.57
10-2019,2019,10,Extremadura,T.HORTALIZAS FRESCAS,6717.86,11866.61,1.77,98.53,5.71,10.08
10-2019,2019,10,Extremadura,TOMATES,2014.9,3311.19,1.64,75.69,1.71,2.81
10-2019,2019,10,Extremadura,CEBOLLAS,814.32,1047.54,1.29,64.31,0.69,0.89
10-2019,2019,10,Extremadura,AJOS,73.25,279.35,3.81,29.28,0.06,0.24
10-2019,2019,10,Extremadura,COLES,186.0,205.4,1.1,23.56,0.16,0.17
10-2019,2019,10,Extremadura,PEPINOS,183.64,234.63,1.28,34.96,0.16,0.2
10-2019,2019,10,Extremadura,JUDIAS VERDES,314.56,963.93,3.06,29.6,0.27,0.82
10-2019,2019,10,Extremadura,PIMIENTOS,677.54,1124.86,1.66,59.76,0.58,0.96
10-2019,2019,10,Extremadura,CHAMPIÑONES+O.SETAS,107.44,433.04,4.03,37.75,0.09,0.37
10-2019,2019,10,Extremadura,LECHUGA/ESC./ENDIVIA,473.44,1287.51,2.72,64.98,0.4,1.09
10-2019,2019,10,Extremadura,ESPARRAGOS,28.96,40.64,1.4,4.72,0.02,0.03
10-2019,2019,10,Extremadura,VERDURAS DE HOJA,119.61,297.91,2.49,28.5,0.1,0.25
10-2019,2019,10,Extremadura,BERENJENAS,217.59,311.96,1.43,31.09,0.18,0.27
10-2019,2019,10,Extremadura,ZANAHORIAS,358.16,315.53,0.88,50.12,0.3,0.27
10-2019,2019,10,Extremadura,CALABACINES,425.67,576.64,1.35,53.43,0.36,0.49
10-2019,2019,10,Extremadura,OTR.HORTALIZAS/VERD.,722.77,1436.49,1.99,69.89,0.61,1.22
10-2019,2019,10,Extremadura,BROCOLI,70.55,135.95,1.93,17.92,0.06,0.12
10-2019,2019,10,Extremadura,ALCACHOFAS,29.9,37.35,1.25,4.97,0.03,0.03
10-2019,2019,10,Extremadura,APIO,32.16,35.75,1.11,6.55,0.03,0.03
10-2019,2019,10,Extremadura,COLIFLOR,56.35,106.14,1.88,7.88,0.05,0.09
10-2019,2019,10,Extremadura,VERD./HORT. IV GAMA,772.23,1582.37,2.05,69.82,0.66,1.34
10-2019,2019,10,Extremadura,PUERRO,106.06,305.55,2.88,23.05,0.09,0.26
10-2019,2019,10,Galicia,TOTAL PATATAS,7559.16,6394.63,0.85,66.67,2.78,2.35
10-2019,2019,10,Galicia,PATATAS FRESCAS,6342.47,5157.36,0.81,53.66,2.34,1.9
10-2019,2019,10,Galicia,PATATAS CONGELADAS,183.83,191.74,1.04,6.5,0.07,0.07
10-2019,2019,10,Galicia,PATATAS PROCESADAS,206.57,1045.52,5.06,35.85,0.08,0.38
10-2019,2019,10,Galicia,PATATAS FRITAS,146.51,956.35,6.53,33.71,0.05,0.35
10-2019,2019,10,Galicia,T.HORTALIZAS FRESCAS,13839.8,25662.86,1.85,94.05,5.1,9.45
10-2019,2019,10,Galicia,TOMATES,2723.12,4947.56,1.82,65.03,1.0,1.82
10-2019,2019,10,Galicia,CEBOLLAS,1915.09,2437.48,1.27,50.79,0.71,0.9
10-2019,2019,10,Galicia,AJOS,160.45,778.13,4.85,33.74,0.06,0.29
10-2019,2019,10,Galicia,COLES,913.49,956.64,1.05,29.15,0.34,0.35
10-2019,2019,10,Galicia,PEPINOS,207.02,270.5,1.31,17.38,0.08,0.1
10-2019,2019,10,Galicia,JUDIAS VERDES,439.4,1443.96,3.29,23.21,0.16,0.53
10-2019,2019,10,Galicia,PIMIENTOS,1729.18,3198.15,1.85,63.69,0.64,1.18
10-2019,2019,10,Galicia,CHAMPIÑONES+O.SETAS,245.26,1336.74,5.45,28.45,0.09,0.49
10-2019,2019,10,Galicia,LECHUGA/ESC./ENDIVIA,963.38,2267.88,2.35,51.22,0.35,0.83
10-2019,2019,10,Galicia,ESPARRAGOS,20.75,163.73,7.89,5.56,0.01,0.06
10-2019,2019,10,Galicia,VERDURAS DE HOJA,346.28,793.32,2.29,19.32,0.13,0.29
10-2019,2019,10,Galicia,BERENJENAS,336.28,479.18,1.42,20.47,0.12,0.18
10-2019,2019,10,Galicia,ZANAHORIAS,768.47,776.96,1.01,52.74,0.28,0.29
10-2019,2019,10,Galicia,CALABACINES,919.2,1508.28,1.64,38.34,0.34,0.56
10-2019,2019,10,Galicia,OTR.HORTALIZAS/VERD.,2152.43,4304.35,2.0,67.87,0.79,1.58
10-2019,2019,10,Galicia,BROCOLI,609.24,912.56,1.5,30.45,0.22,0.34
10-2019,2019,10,Galicia,ALCACHOFAS,4.24,9.62,2.27,0.5,0.0,0.0
10-2019,2019,10,Galicia,APIO,78.18,126.14,1.61,5.82,0.03,0.05
10-2019,2019,10,Galicia,COLIFLOR,78.02,158.77,2.03,6.74,0.03,0.06
10-2019,2019,10,Galicia,VERD./HORT. IV GAMA,896.26,2361.92,2.64,46.41,0.33,0.87
10-2019,2019,10,Galicia,PUERRO,198.38,583.48,2.94,24.46,0.07,0.21
10-2019,2019,10,La Rioja,TOTAL PATATAS,583.72,574.51,0.98,63.01,1.8,1.77
10-2019,2019,10,La Rioja,PATATAS FRESCAS,471.69,426.92,0.91,46.4,1.46,1.32
10-2019,2019,10,La Rioja,PATATAS CONGELADAS,4.26,6.01,1.41,3.08,0.01,0.02
10-2019,2019,10,La Rioja,PATATAS PROCESADAS,21.55,141.57,6.57,33.29,0.07,0.44
10-2019,2019,10,La Rioja,PATATAS FRITAS,18.93,138.37,7.31,33.26,0.06,0.43
10-2019,2019,10,La Rioja,T.HORTALIZAS FRESCAS,1119.7,2407.06,2.15,90.74,3.46,7.43
10-2019,2019,10,La Rioja,TOMATES,173.15,331.27,1.91,48.33,0.53,1.02
10-2019,2019,10,La Rioja,CEBOLLAS,118.29,217.56,1.84,53.93,0.37,0.67
10-2019,2019,10,La Rioja,AJOS,11.38,51.3,4.51,17.13,0.04,0.16
10-2019,2019,10,La Rioja,COLES,50.48,51.03,1.01,26.5,0.16,0.16
10-2019,2019,10,La Rioja,PEPINOS,41.75,52.74,1.26,17.71,0.13,0.16
10-2019,2019,10,La Rioja,JUDIAS VERDES,72.98,219.83,3.01,44.09,0.23,0.68
10-2019,2019,10,La Rioja,PIMIENTOS,94.64,191.4,2.02,41.8,0.29,0.59
10-2019,2019,10,La Rioja,CHAMPIÑONES+O.SETAS,37.54,165.86,4.42,45.55,0.12,0.51
10-2019,2019,10,La Rioja,LECHUGA/ESC./ENDIVIA,100.19,320.87,3.2,62.32,0.31,0.99
10-2019,2019,10,La Rioja,ESPARRAGOS,1.97,12.98,6.59,5.86,0.01,0.04
10-2019,2019,10,La Rioja,VERDURAS DE HOJA,70.67,149.49,2.12,19.89,0.22,0.46
10-2019,2019,10,La Rioja,BERENJENAS,38.43,54.77,1.42,28.06,0.12,0.17
10-2019,2019,10,La Rioja,ZANAHORIAS,64.1,58.89,0.92,51.6,0.2,0.18
10-2019,2019,10,La Rioja,CALABACINES,76.84,111.08,1.45,41.6,0.24,0.34
10-2019,2019,10,La Rioja,OTR.HORTALIZAS/VERD.,167.31,418.0,2.5,69.19,0.52,1.29
10-2019,2019,10,La Rioja,BROCOLI,34.78,57.38,1.65,16.68,0.11,0.18
10-2019,2019,10,La Rioja,APIO,6.25,13.54,2.17,8.33,0.02,0.04
10-2019,2019,10,La Rioja,COLIFLOR,6.65,6.66,1.0,3.0,0.02,0.02
10-2019,2019,10,La Rioja,VERD./HORT. IV GAMA,86.09,309.22,3.59,48.96,0.27,0.95
10-2019,2019,10,La Rioja,PUERRO,15.8,38.34,2.43,18.02,0.05,0.12
10-2019,2019,10,Madrid,TOTAL PATATAS,13601.33,12646.55,0.93,78.15,2.15,2.0
10-2019,2019,10,Madrid,PATATAS FRESCAS,9611.76,8475.69,0.88,66.77,1.52,1.34
10-2019,2019,10,Madrid,PATATAS CONGELADAS,465.26,640.02,1.38,9.99,0.07,0.1
10-2019,2019,10,Madrid,PATATAS PROCESADAS,704.86,3530.84,5.01,45.84,0.11,0.56
10-2019,2019,10,Madrid,PATATAS FRITAS,519.9,3221.93,6.2,43.01,0.08,0.51
10-2019,2019,10,Madrid,T.HORTALIZAS FRESCAS,29270.15,54823.76,1.87,97.41,4.63,8.66
10-2019,2019,10,Madrid,TOMATES,6530.6,11335.61,1.74,81.81,1.03,1.79
10-2019,2019,10,Madrid,CEBOLLAS,3438.16,4048.02,1.18,66.46,0.54,0.64
10-2019,2019,10,Madrid,AJOS,308.67,1304.42,4.23,33.1,0.05,0.21
10-2019,2019,10,Madrid,COLES,721.69,903.0,1.25,22.0,0.11,0.14
10-2019,2019,10,Madrid,PEPINOS,1007.35,1313.31,1.3,34.44,0.16,0.21
10-2019,2019,10,Madrid,JUDIAS VERDES,918.9,2515.62,2.74,30.68,0.15,0.4
10-2019,2019,10,Madrid,PIMIENTOS,2756.55,4925.73,1.79,69.42,0.44,0.78
10-2019,2019,10,Madrid,CHAMPIÑONES+O.SETAS,784.99,3059.23,3.9,40.13,0.12,0.48
10-2019,2019,10,Madrid,LECHUGA/ESC./ENDIVIA,1703.98,5209.68,3.06,62.1,0.27,0.82
10-2019,2019,10,Madrid,ESPARRAGOS,197.18,800.41,4.06,11.24,0.03,0.13
10-2019,2019,10,Madrid,VERDURAS DE HOJA,646.57,1778.9,2.75,29.97,0.1,0.28
10-2019,2019,10,Madrid,BERENJENAS,948.52,1396.33,1.47,31.65,0.15,0.22
10-2019,2019,10,Madrid,ZANAHORIAS,1968.21,1876.98,0.95,60.97,0.31,0.3
10-2019,2019,10,Madrid,CALABACINES,2646.06,3343.94,1.26,60.88,0.42,0.53
10-2019,2019,10,Madrid,OTR.HORTALIZAS/VERD.,4692.72,11012.58,2.35,78.48,0.74,1.74
10-2019,2019,10,Madrid,BROCOLI,714.19,1407.67,1.97,26.31,0.11,0.22
10-2019,2019,10,Madrid,ALCACHOFAS,124.06,311.77,2.51,5.84,0.02,0.05
10-2019,2019,10,Madrid,APIO,188.2,358.34,1.9,12.06,0.03,0.06
10-2019,2019,10,Madrid,COLIFLOR,334.08,624.11,1.87,10.73,0.05,0.1
10-2019,2019,10,Madrid,VERD./HORT. IV GAMA,3509.86,9791.58,2.79,68.36,0.55,1.55
10-2019,2019,10,Madrid,PUERRO,785.3,1809.22,2.3,41.45,0.12,0.29
10-2019,2019,10,Murcia,TOTAL PATATAS,2743.88,2653.66,0.97,76.8,1.91,1.84
10-2019,2019,10,Murcia,PATATAS FRESCAS,2017.46,1775.96,0.88,63.1,1.4,1.23
10-2019,2019,10,Murcia,PATATAS CONGELADAS,128.95,157.37,1.22,10.26,0.09,0.11
10-2019,2019,10,Murcia,PATATAS PROCESADAS,119.49,720.34,6.03,41.49,0.08,0.5
10-2019,2019,10,Murcia,PATATAS FRITAS,112.75,708.4,6.28,41.16,0.08,0.49
10-2019,2019,10,Murcia,T.HORTALIZAS FRESCAS,6575.9,12182.99,1.85,94.7,4.57,8.46
10-2019,2019,10,Murcia,TOMATES,1590.39,2458.94,1.55,84.29,1.1,1.71
10-2019,2019,10,Murcia,CEBOLLAS,753.68,894.45,1.19,61.68,0.52,0.62
10-2019,2019,10,Murcia,AJOS,68.67,263.54,3.84,24.02,0.05,0.18
10-2019,2019,10,Murcia,COLES,37.82,58.16,1.54,9.33,0.03,0.04
10-2019,2019,10,Murcia,PEPINOS,339.6,401.25,1.18,39.15,0.24,0.28
10-2019,2019,10,Murcia,JUDIAS VERDES,137.3,490.93,3.58,34.19,0.1,0.34
10-2019,2019,10,Murcia,PIMIENTOS,439.91,807.19,1.83,63.88,0.31,0.56
10-2019,2019,10,Murcia,CHAMPIÑONES+O.SETAS,222.55,925.32,4.16,47.86,0.15,0.64
10-2019,2019,10,Murcia,LECHUGA/ESC./ENDIVIA,504.87,1484.38,2.94,68.14,0.35,1.03
10-2019,2019,10,Murcia,ESPARRAGOS,28.4,122.57,4.32,7.68,0.02,0.09
10-2019,2019,10,Murcia,VERDURAS DE HOJA,147.44,369.99,2.51,31.46,0.1,0.26
10-2019,2019,10,Murcia,BERENJENAS,405.84,551.56,1.36,47.29,0.28,0.38
10-2019,2019,10,Murcia,ZANAHORIAS,310.53,283.09,0.91,47.71,0.22,0.2
10-2019,2019,10,Murcia,CALABACINES,497.39,645.98,1.3,52.81,0.35,0.45
10-2019,2019,10,Murcia,OTR.HORTALIZAS/VERD.,1091.51,2425.64,2.22,81.2,0.76,1.68
10-2019,2019,10,Murcia,BROCOLI,259.4,393.71,1.52,33.33,0.18,0.27
10-2019,2019,10,Murcia,ALCACHOFAS,97.61,253.56,2.6,14.75,0.07,0.18
10-2019,2019,10,Murcia,APIO,65.8,120.33,1.83,20.79,0.05,0.08
10-2019,2019,10,Murcia,COLIFLOR,39.7,74.85,1.89,6.69,0.03,0.05
10-2019,2019,10,Murcia,VERD./HORT. IV GAMA,669.84,2066.83,3.09,69.69,0.47,1.44
10-2019,2019,10,Murcia,PUERRO,50.83,128.53,2.53,16.38,0.04,0.09
10-2019,2019,10,Navarra,TOTAL PATATAS,1486.4,1501.79,1.01,73.66,2.49,2.51
10-2019,2019,10,Navarra,PATATAS FRESCAS,1222.15,1155.88,0.95,66.67,2.04,1.93
10-2019,2019,10,Navarra,PATATAS CONGELADAS,15.37,20.06,1.31,4.16,0.03,0.03
10-2019,2019,10,Navarra,PATATAS PROCESADAS,49.78,325.85,6.55,26.96,0.08,0.55
10-2019,2019,10,Navarra,PATATAS FRITAS,48.71,323.91,6.65,26.98,0.08,0.54
10-2019,2019,10,Navarra,T.HORTALIZAS FRESCAS,8539.26,16513.95,1.93,98.09,14.29,27.63
10-2019,2019,10,Navarra,TOMATES,1694.06,3071.7,1.81,69.7,2.83,5.14
10-2019,2019,10,Navarra,CEBOLLAS,926.75,915.67,0.99,50.85,1.55,1.53
10-2019,2019,10,Navarra,AJOS,462.72,1741.96,3.76,45.59,0.77,2.91
10-2019,2019,10,Navarra,COLES,266.22,246.44,0.93,30.0,0.45,0.41
10-2019,2019,10,Navarra,PEPINOS,86.87,93.37,1.07,25.5,0.15,0.16
10-2019,2019,10,Navarra,JUDIAS VERDES,540.51,1935.34,3.58,48.22,0.9,3.24
10-2019,2019,10,Navarra,PIMIENTOS,1424.81,2729.32,1.92,70.59,2.38,4.57
10-2019,2019,10,Navarra,CHAMPIÑONES+O.SETAS,118.17,436.99,3.7,62.94,0.2,0.73
10-2019,2019,10,Navarra,LECHUGA/ESC./ENDIVIA,778.68,1855.28,2.38,66.75,1.3,3.1
10-2019,2019,10,Navarra,ESPARRAGOS,20.16,6.98,0.35,1.39,0.03,0.01
10-2019,2019,10,Navarra,VERDURAS DE HOJA,138.09,236.35,1.71,26.25,0.23,0.4
10-2019,2019,10,Navarra,BERENJENAS,146.21,226.53,1.55,15.2,0.24,0.38
10-2019,2019,10,Navarra,ZANAHORIAS,228.52,257.11,1.13,65.78,0.38,0.43
10-2019,2019,10,Navarra,CALABACINES,666.07,851.94,1.28,65.06,1.11,1.43
10-2019,2019,10,Navarra,OTR.HORTALIZAS/VERD.,1041.43,1908.98,1.83,85.22,1.74,3.19
10-2019,2019,10,Navarra,BROCOLI,203.83,243.82,1.2,31.35,0.34,0.41
10-2019,2019,10,Navarra,ALCACHOFAS,19.46,20.44,1.05,1.13,0.03,0.03
10-2019,2019,10,Navarra,APIO,24.84,28.93,1.16,8.54,0.04,0.05
10-2019,2019,10,Navarra,COLIFLOR,18.06,42.02,2.33,4.76,0.03,0.07
10-2019,2019,10,Navarra,VERD./HORT. IV GAMA,518.45,1208.83,2.33,59.91,0.87,2.02
10-2019,2019,10,Navarra,PUERRO,131.07,532.63,4.06,32.02,0.22,0.89
10-2019,2019,10,Pais Vasco,TOTAL PATATAS,5556.87,5574.9,1.0,80.92,2.63,2.64
10-2019,2019,10,Pais Vasco,PATATAS FRESCAS,4278.71,4118.9,0.96,72.81,2.02,1.95
10-2019,2019,10,Pais Vasco,PATATAS CONGELADAS,133.97,154.02,1.15,6.6,0.06,0.07
10-2019,2019,10,Pais Vasco,PATATAS PROCESADAS,228.84,1301.98,5.69,39.4,0.11,0.62
10-2019,2019,10,Pais Vasco,PATATAS FRITAS,175.66,1207.58,6.87,36.11,0.08,0.57
10-2019,2019,10,Pais Vasco,T.HORTALIZAS FRESCAS,11123.66,21621.9,1.94,97.38,5.26,10.23
10-2019,2019,10,Pais Vasco,TOMATES,2502.33,4706.47,1.88,73.6,1.18,2.23
10-2019,2019,10,Pais Vasco,CEBOLLAS,1269.17,1757.08,1.38,69.76,0.6,0.83
10-2019,2019,10,Pais Vasco,AJOS,106.71,475.42,4.46,28.29,0.05,0.22
10-2019,2019,10,Pais Vasco,COLES,247.35,351.3,1.42,24.12,0.12,0.17
10-2019,2019,10,Pais Vasco,PEPINOS,279.78,418.62,1.5,25.81,0.13,0.2
10-2019,2019,10,Pais Vasco,JUDIAS VERDES,437.05,1246.98,2.85,43.3,0.21,0.59
10-2019,2019,10,Pais Vasco,PIMIENTOS,1264.86,2202.64,1.74,67.45,0.6,1.04
10-2019,2019,10,Pais Vasco,CHAMPIÑONES+O.SETAS,267.12,1159.81,4.34,40.9,0.13,0.55
10-2019,2019,10,Pais Vasco,LECHUGA/ESC./ENDIVIA,895.99,2424.07,2.71,65.29,0.42,1.15
10-2019,2019,10,Pais Vasco,ESPARRAGOS,40.83,148.46,3.64,5.37,0.02,0.07
10-2019,2019,10,Pais Vasco,VERDURAS DE HOJA,197.5,600.58,3.04,23.49,0.09,0.28
10-2019,2019,10,Pais Vasco,BERENJENAS,253.1,372.93,1.47,22.27,0.12,0.18
10-2019,2019,10,Pais Vasco,ZANAHORIAS,752.66,641.83,0.85,66.65,0.36,0.3
10-2019,2019,10,Pais Vasco,CALABACINES,1046.66,1243.45,1.19,54.69,0.5,0.59
10-2019,2019,10,Pais Vasco,OTR.HORTALIZAS/VERD.,1562.56,3872.26,2.48,72.83,0.74,1.83
10-2019,2019,10,Pais Vasco,BROCOLI,341.01,559.54,1.64,23.94,0.16,0.26
10-2019,2019,10,Pais Vasco,ALCACHOFAS,29.88,76.22,2.55,3.14,0.01,0.04
10-2019,2019,10,Pais Vasco,APIO,37.14,57.58,1.55,5.28,0.02,0.03
10-2019,2019,10,Pais Vasco,COLIFLOR,114.09,221.74,1.94,11.36,0.05,0.1
10-2019,2019,10,Pais Vasco,VERD./HORT. IV GAMA,1421.8,3800.18,2.67,67.85,0.67,1.8
10-2019,2019,10,Pais Vasco,PUERRO,265.04,898.73,3.39,39.45,0.13,0.43
10-2019,2019,10,Valencia,TOTAL PATATAS,11437.34,10910.12,0.95,82.81,2.35,2.25
10-2019,2019,10,Valencia,PATATAS FRESCAS,7874.1,7146.65,0.91,69.92,1.62,1.47
10-2019,2019,10,Valencia,PATATAS CONGELADAS,394.77,585.97,1.48,12.97,0.08,0.12
10-2019,2019,10,Valencia,PATATAS PROCESADAS,633.69,3177.5,5.01,52.96,0.13,0.65
10-2019,2019,10,Valencia,PATATAS FRITAS,515.32,3013.8,5.85,50.32,0.11,0.62
10-2019,2019,10,Valencia,T.HORTALIZAS FRESCAS,25243.48,49787.9,1.97,96.57,5.2,10.25
10-2019,2019,10,Valencia,TOMATES,6183.9,11281.3,1.82,81.1,1.27,2.32
10-2019,2019,10,Valencia,CEBOLLAS,2610.33,3060.35,1.17,63.11,0.54,0.63
10-2019,2019,10,Valencia,AJOS,220.32,958.28,4.35,25.67,0.05,0.2
10-2019,2019,10,Valencia,COLES,351.22,524.02,1.49,16.85,0.07,0.11
10-2019,2019,10,Valencia,PEPINOS,1314.43,1604.79,1.22,48.03,0.27,0.33
10-2019,2019,10,Valencia,JUDIAS VERDES,740.79,2656.16,3.59,37.72,0.15,0.55
10-2019,2019,10,Valencia,PIMIENTOS,2286.8,3980.14,1.74,65.33,0.47,0.82
10-2019,2019,10,Valencia,CHAMPIÑONES+O.SETAS,659.33,3127.0,4.74,51.33,0.14,0.64
10-2019,2019,10,Valencia,LECHUGA/ESC./ENDIVIA,1738.96,5074.29,2.92,65.22,0.36,1.04
10-2019,2019,10,Valencia,ESPARRAGOS,212.54,717.96,3.38,10.97,0.04,0.15
10-2019,2019,10,Valencia,VERDURAS DE HOJA,610.02,1668.78,2.74,31.78,0.13,0.34
10-2019,2019,10,Valencia,BERENJENAS,1103.62,1651.12,1.5,38.17,0.23,0.34
10-2019,2019,10,Valencia,ZANAHORIAS,1330.42,1161.01,0.87,54.5,0.27,0.24
10-2019,2019,10,Valencia,CALABACINES,1692.33,2216.7,1.31,55.67,0.35,0.46
10-2019,2019,10,Valencia,OTR.HORTALIZAS/VERD.,4188.47,10106.03,2.41,79.68,0.86,2.08
10-2019,2019,10,Valencia,BROCOLI,498.88,984.77,1.97,23.09,0.1,0.2
10-2019,2019,10,Valencia,ALCACHOFAS,232.87,612.19,2.63,10.89,0.05,0.13
10-2019,2019,10,Valencia,APIO,158.44,264.93,1.67,10.66,0.03,0.05
10-2019,2019,10,Valencia,COLIFLOR,268.58,534.03,1.99,10.56,0.06,0.11
10-2019,2019,10,Valencia,VERD./HORT. IV GAMA,2836.89,8441.34,2.98,68.79,0.58,1.74
10-2019,2019,10,Valencia,PUERRO,401.38,1087.67,2.71,30.05,0.08,0.22
10-2019,2019,10,Total Nacional,T.FRUTAS FRESCAS,339519.41,590769.47,1.74,94.81,7.36,12.81
10-2019,2019,10,Total Nacional,NARANJAS,35541.63,49436.02,1.39,38.41,0.77,1.07
10-2019,2019,10,Total Nacional,MANDARINAS,25012.46,40395.97,1.62,50.59,0.54,0.88
10-2019,2019,10,Total Nacional,LIMONES,8557.69,14577.64,1.7,38.91,0.19,0.32
10-2019,2019,10,Total Nacional,PLATANOS,48788.85,85747.1,1.76,78.0,1.06,1.86
10-2019,2019,10,Total Nacional,MANZANAS,44647.66,65402.31,1.46,65.1,0.97,1.42
10-2019,2019,10,Total Nacional,PERAS,23627.97,36908.12,1.56,53.47,0.51,0.8
10-2019,2019,10,Total Nacional,MELOCOTONES,19301.67,37515.84,1.94,37.21,0.42,0.81
10-2019,2019,10,Total Nacional,NECTARINAS,7715.4,10938.76,1.42,24.59,0.17,0.24
10-2019,2019,10,Total Nacional,ALBARICOQUES,268.03,439.65,1.64,1.68,0.01,0.01
10-2019,2019,10,Total Nacional,FRESAS/FRESON,1171.21,5013.61,4.28,6.49,0.03,0.11
10-2019,2019,10,Total Nacional,MELON,32916.09,35642.24,1.08,35.51,0.71,0.77
10-2019,2019,10,Total Nacional,SANDIA,8994.55,8205.44,0.91,11.14,0.2,0.18
10-2019,2019,10,Total Nacional,CIRUELAS,9148.26,15027.46,1.64,30.64,0.2,0.33
10-2019,2019,10,Total Nacional,CEREZAS,190.62,417.57,2.19,0.95,0.0,0.01
10-2019,2019,10,Total Nacional,UVAS,19735.86,44458.91,2.25,42.12,0.43,0.96
10-2019,2019,10,Total Nacional,KIWI,10965.0,37700.48,3.44,35.61,0.24,0.82
10-2019,2019,10,Total Nacional,AGUACATE,5279.35,20551.74,3.89,28.0,0.11,0.45
10-2019,2019,10,Total Nacional,PIÑA,6100.57,9832.64,1.61,15.72,0.13,0.21
10-2019,2019,10,Total Nacional,OTRAS FRUTAS FRESCAS,31556.54,72557.97,2.3,58.06,0.68,1.57
10-2019,2019,10,Total Nacional,POMELO,1092.78,2073.06,1.9,2.97,0.02,0.04
10-2019,2019,10,Total Nacional,CHIRIMOYA,3.55,18.07,5.1,0.04,0.0,0.0
10-2019,2019,10,Total Nacional,MANGO,7071.4,15129.44,2.14,23.25,0.15,0.33
10-2019,2019,10,Total Nacional,FRUTAS IV GAMA,13203.45,25672.63,1.94,26.29,0.29,0.56
10-2019,2019,10,Andalucia,T.FRUTAS FRESCAS,56686.45,95964.79,1.69,94.85,6.53,11.05
